id,date,category,address,zip,latitude,longitude
6813271,2009-02-07 00:00:00,OTHER,1300 BLOCK Fulton St,94117,37.77686,-122.43830
6813272,2009-02-07 00:00:00,PROACTIVE POLICING,Powell Statation,,37.78430,-122.40780
6813273,2009-02-07 00:00:00,PROACTIVE POLICING,200 BLOCK Turk St,94102,37.78302,-122.41240
6813274,2009-02-07 00:00:00,PROACTIVE POLICING,Eddy St & Divisadero St,94115,37.78060,-122.43890
6813275,2009-02-07 00:00:00,OTHER,500 BLOCK Rolph St,94112,37.71201,-122.43340
6813276,2009-02-07 00:00:00,QUALITY OF LIFE,500 BLOCK Green St,94133,37.79974,-122.40740
6813277,2009-02-07 00:00:00,PROACTIVE POLICING,Eddy St & Scott St,94115,37.78080,-122.43730
6813278,2009-02-07 00:00:00,PROACTIVE POLICING,19Th Av & Holloway Av,,37.72113,-122.47530
6813279,2009-02-07 00:00:00,PROACTIVE POLICING,Eddy St & Pierce St,94115,37.78103,-122.43560
6813280,2009-02-07 00:00:00,PROACTIVE POLICING,Steiner St & Ellis St,94115,37.78215,-122.43420
6813281,2009-02-07 00:00:00,PROACTIVE POLICING,19Th Av & Winston Dr,,37.72702,-122.47490
6813282,2009-02-07 00:00:00,PROACTIVE POLICING,Mason St & Washington St,94108,37.79456,-122.41140
6813283,2009-02-07 00:00:00,PROACTIVE POLICING,200 BLOCK Harold Av,94112,37.72224,-122.45300
6813284,2009-02-07 00:00:00,ASSAULT,500 BLOCK 6Th St,94103,37.77575,-122.40260
6813285,2009-02-07 00:00:00,PROACTIVE POLICING,Pierce St & Ellis St,94115,37.78196,-122.43580
6813286,2009-02-07 00:00:00,OTHER,9Th St & Folsom St,94103,37.77378,-122.41170
6813287,2009-02-07 00:00:00,PROACTIVE POLICING,Eddy St & Pierce St,94115,37.78103,-122.43560
6813288,2009-02-07 00:00:00,OTHER,500 BLOCK Paul Av,94124,37.72414,-122.40070
6813289,2009-02-07 00:00:00,ASSAULT,Larkin St & Ellis St,94109,37.78425,-122.41770
6813290,2009-02-07 00:00:00,OTHER,700 BLOCK Mission St,94103,37.78629,-122.40210
6813291,2009-02-07 00:00:00,PROACTIVE POLICING,Park Presidio Blvd & Geary Blvd,94118,37.78059,-122.47230
6813292,2009-02-07 00:00:00,QUALITY OF LIFE,2300 BLOCK Market St,94114,37.76395,-122.43370
6813293,2009-02-07 00:00:00,QUALITY OF LIFE,1000 BLOCK Harrison St,94103,37.77735,-122.40470
6813294,2009-02-07 00:00:00,QUALITY OF LIFE,Kezar Triangle,94122,37.76775,-122.45680
6813295,2009-02-07 00:00:00,PROACTIVE POLICING,Park Presidio Corridor,,0.00000,0.00000
6813296,2009-02-07 00:00:00,OTHER,700 BLOCK 4Th St,94107,37.77698,-122.39500
6813297,2009-02-07 00:00:00,PROACTIVE POLICING,Muni Market And Fremont Sts,,0.00000,0.00000
6813298,2009-02-07 00:00:00,PROACTIVE POLICING,900 BLOCK Market St,94102,37.78419,-122.40780
6813299,2009-02-07 00:00:00,PROACTIVE POLICING,Bayshore Blvd & Sunnydale Av,94134,37.70889,-122.40520
6813300,2009-02-07 00:00:00,TRAFFIC,200 BLOCK Addison St,94131,37.73898,-122.43330
6813301,2009-02-07 00:00:00,OTHER,2800 BLOCK Jones St,94133,37.80719,-122.41720
6813302,2009-02-07 00:00:00,PROACTIVE POLICING,Market Church,,37.75489,-122.42770
6813303,2009-02-07 00:00:00,PROACTIVE POLICING,18Th St & Church St,94114,37.76128,-122.42840
6813304,2009-02-07 00:00:00,PROACTIVE POLICING,4Th St & King St,94107,37.77643,-122.39410
6813305,2009-02-07 00:00:00,OTHER,500 BLOCK Washington St,94111,37.79576,-122.40170
6813306,2009-02-07 00:00:00,PROACTIVE POLICING,900 BLOCK Market St,94102,37.78419,-122.40780
6813307,2009-02-07 00:00:00,PROACTIVE POLICING,24Th St & Mission St,94110,37.75226,-122.41850
6813308,2009-02-07 00:00:00,PROACTIVE POLICING,900 BLOCK Ulloa St,94127,37.74137,-122.46610
6813309,2009-02-07 00:00:00,TRAFFIC,9Th Av & Lincoln Way,94122,37.76593,-122.46640
6813310,2009-02-07 00:00:00,PROACTIVE POLICING,Stockton St & Card Alley,94133,37.79904,-122.40890
6813311,2009-02-07 00:00:00,PROACTIVE POLICING,8Th St & Market St,94103,37.77871,-122.41480
6813312,2009-02-07 00:00:00,PROACTIVE POLICING,Ave H & 9Th St. Coach 8633,94116,37.75192,-122.46550
6813313,2009-02-07 00:00:00,PROACTIVE POLICING,Steiner St & Eddy St,94115,37.78121,-122.43400
6813314,2009-02-07 00:00:00,OTHER,3900 BLOCK Mission St,94112,37.73533,-122.42480
6813315,2009-02-07 00:00:00,PROACTIVE POLICING,1400 BLOCK Stockton St,94133,37.79865,-122.40870
6813316,2009-02-07 00:00:00,PROACTIVE POLICING,900 BLOCK Cole St,94117,37.76558,-122.44970
6813317,2009-02-07 00:00:00,BREAKING & ENTERING,600 BLOCK Broadway,94133,37.79783,-122.40700
6813318,2009-02-07 00:00:00,TRAFFIC,Hyde St & Fulton St,94102,37.77979,-122.41510
6813319,2009-02-07 00:00:00,PROACTIVE POLICING,2500 BLOCK Mariposa St,94110,37.76317,-122.40830
6813320,2009-02-07 00:00:00,PROACTIVE POLICING,400 BLOCK Mission St,94105,37.79048,-122.39670
6813321,2009-02-07 00:00:00,THEFT FROM VEHICLE,Dolores St & Day St,94110,37.74308,-122.42430
6813322,2009-02-07 00:00:00,PROACTIVE POLICING,600 BLOCK Duboce Av,94117,37.76923,-122.43330
6813323,2009-02-07 00:00:00,ASSAULT,3000 BLOCK Sacramento St,94115,37.78898,-122.44250
6813324,2009-02-07 00:00:00,PROACTIVE POLICING,0 BLOCK 6Th St,,37.77520,-122.40150
6813325,2009-02-07 00:00:00,PROACTIVE POLICING,2600 BLOCK 46Th Av,94116,37.73786,-122.50420
6813326,2009-02-07 00:00:00,ASSAULT,1300 BLOCK Fillmore St,94115,37.78160,-122.43210
6813327,2009-02-07 00:00:00,QUALITY OF LIFE,1900 BLOCK Octavia St,94109,37.78984,-122.42720
6813328,2009-02-07 00:00:00,BREAKING & ENTERING,Pierce St & Lombard St,94123,37.79950,-122.43940
6813329,2009-02-07 00:00:00,PROACTIVE POLICING,Powell St Turnaround,,0.00000,0.00000
6813330,2009-02-07 00:00:00,OTHER,1000 BLOCK Turk St,94102,37.78135,-122.42560
6813331,2009-02-07 00:00:00,QUALITY OF LIFE,400 BLOCK Mount Vernon Av,94112,37.71839,-122.44870
6813332,2009-02-07 00:00:00,QUALITY OF LIFE,19Th Av & Noriega St,94122,37.75422,-122.47640
6813333,2009-02-07 00:00:00,PROACTIVE POLICING,Castro St & Market St,94114,37.76264,-122.43520
6813334,2009-02-07 00:00:00,PROACTIVE POLICING,3300 BLOCK Mission St,94110,37.74387,-122.42130
6813335,2009-02-07 00:00:00,ASSAULT,1000 BLOCK Turk St,94102,37.78135,-122.42560
6813336,2009-02-07 00:00:00,QUALITY OF LIFE,1600 BLOCK Turk St,94115,37.78009,-122.43540
6813337,2009-02-07 00:00:00,OTHER,500 BLOCK Oak St,94102,37.77457,-122.42780
6813338,2009-02-07 00:00:00,QUALITY OF LIFE,700 BLOCK Sutter St,94109,37.78886,-122.41200
6813339,2009-02-07 00:00:00,OTHER,16Th St & Guerrero St,94103,37.76478,-122.42410
6813340,2009-02-07 00:00:00,PROACTIVE POLICING,16Th St & Valencia St,94103,37.76491,-122.42190
6813341,2009-02-07 00:00:00,THEFT FROM VEHICLE,Franklin St & Sacramento St,94109,37.79111,-122.42420
6813342,2009-02-07 00:00:00,PROACTIVE POLICING,0 BLOCK Geary St,,37.78688,-122.41240
6813343,2009-02-07 00:00:00,OTHER,4300 BLOCK 17Th St,94114,37.76231,-122.44040
6813344,2009-02-07 00:00:00,PROACTIVE POLICING,400 BLOCK Head St,94132,37.71444,-122.46420
6813345,2009-02-07 00:00:00,PROACTIVE POLICING,Troy Alley & Hyde St,94109,37.79236,-122.41770
6813346,2009-02-07 00:00:00,PROACTIVE POLICING,16Th St & Mission St,94103,37.76505,-122.41970
6813347,2009-02-07 00:00:00,PROACTIVE POLICING,300 BLOCK 300-1100 Blk Divisadero,,0.00000,0.00000
6813348,2009-02-07 00:00:00,PROACTIVE POLICING,15Th & Harrison,94116,37.74976,-122.47180
6813349,2009-02-07 00:00:00,PROACTIVE POLICING,400 BLOCK Ellis St,94102,37.78489,-122.41280
6813350,2009-02-07 00:00:00,PROACTIVE POLICING,Broad St & Plymouth Av,94112,37.71323,-122.45610
6813351,2009-02-07 00:00:00,PROACTIVE POLICING,Omi Park,94131,37.75520,-122.45530
6813352,2009-02-07 00:00:00,OTHER,100 BLOCK Mendosa Av,94116,37.74813,-122.46640
6813353,2009-02-07 00:00:00,QUALITY OF LIFE,Embarcadero South & Brannon,94107,37.78478,-122.38820
6813354,2009-02-07 00:00:00,ASSAULT,200 BLOCK Paris St,94112,37.72538,-122.43230
6813355,2009-02-07 00:00:00,PROACTIVE POLICING,400 BLOCK 18Th Av,94121,37.78037,-122.47730
6813356,2009-02-07 00:00:00,OTHER,700 BLOCK Geary St,94109,37.78655,-122.41490
6813357,2009-02-07 00:00:00,PROACTIVE POLICING,Mariposa St & Florida St,94110,37.76296,-122.41120
6813358,2009-02-07 00:00:00,PROACTIVE POLICING,25Th & Connecticuit,94107,37.75233,-122.39650
6813359,2009-02-07 00:00:00,TRAFFIC,Oak St & Franklin St,94102,37.77525,-122.42100
6813360,2009-02-07 00:00:00,THEFT FROM VEHICLE,Randolph St & Ramsell St,94132,37.71431,-122.46620
6813361,2009-02-07 00:00:00,PROACTIVE POLICING,Buena Vista Elementary School,94110,37.75180,-122.40460
6813362,2009-02-07 00:00:00,TRAFFIC,2Nd Av & Geary Blvd,94118,37.78116,-122.46000
6813363,2009-02-07 00:00:00,PROACTIVE POLICING,700 BLOCK Indiana St,94107,37.76094,-122.39170
6813364,2009-02-07 00:00:00,PROACTIVE POLICING,Masonic & Haight N-Liner244c8167l,,0.00000,0.00000
6813365,2009-02-07 00:00:00,PROACTIVE POLICING,Steiner St & Turk St,94115,37.78030,-122.43380
6813366,2009-02-07 00:00:00,QUALITY OF LIFE,800 BLOCK Post St,94109,37.78749,-122.41510
6813367,2009-02-07 00:00:00,QUALITY OF LIFE,200 BLOCK Orsi Cir,94124,37.72733,-122.39680
6813368,2009-02-07 00:00:00,PROACTIVE POLICING,Eddy St & Divisadero St,94115,37.78060,-122.43890
6813369,2009-02-07 00:00:00,PROACTIVE POLICING,Duboce Tunnel,94103,37.76985,-122.42280
6813370,2009-02-07 00:00:00,ASSAULT,2400 BLOCK Mission St,94110,37.75846,-122.41930
6813371,2009-02-07 00:00:00,TRAFFIC,Mission St & 7Th St,,37.77897,-122.41130
6813372,2009-02-07 00:00:00,PROACTIVE POLICING,2500 BLOCK 2511-2527 24Th Street,94110,37.75309,-122.40490
6813373,2009-02-07 00:00:00,QUALITY OF LIFE,500 BLOCK Hyde St,94109,37.78563,-122.41610
6813374,2009-02-07 00:00:00,QUALITY OF LIFE,South Van Ness Av & 22Nd St,94110,37.75558,-122.41660
6813375,2009-02-07 00:00:00,ROBBERY,21St St & South Van Ness Av,94110,37.75719,-122.41680
6813376,2009-02-07 00:00:00,OTHER,Lombard St & Scott St,94123,37.79919,-122.44100
6813377,2009-02-07 00:00:00,QUALITY OF LIFE,500 BLOCK Sanchez St,94114,37.76116,-122.43060
6813378,2009-02-07 00:00:00,ASSAULT,Ellis St & Polk St,94109,37.78404,-122.41930
6813379,2009-02-07 00:00:00,OTHER,500 BLOCK Sanchez St,94114,37.76116,-122.43060
6813380,2009-02-07 00:00:00,ASSAULT,1000 BLOCK Gilman Av,94124,37.71825,-122.38820
6813381,2009-02-07 00:00:00,TRAFFIC,Park Presidio Dr & Crossover Dr,94118,37.77118,-122.47940
6813382,2009-02-07 00:00:00,PROACTIVE POLICING,400 BLOCK Mission St,94105,37.79048,-122.39670
6813383,2009-02-07 00:00:00,PROACTIVE POLICING,Van Ness Av & Jackson St,,37.79383,-122.42310
6813384,2009-02-07 00:00:00,OTHER,0 BLOCK Joice St,94108,37.79245,-122.40840
6813385,2009-02-07 00:00:00,ASSAULT,Columbus Av & Broadway,,37.79812,-122.40690
6813386,2009-02-07 00:00:00,TRAFFIC,Geneva Av & 280Nb Geneva Of,94107,37.76135,-122.39260
6813387,2009-02-07 00:00:00,THEFT,3400 BLOCK Mission St,94110,37.74212,-122.42250
6813388,2009-02-07 00:00:00,PROACTIVE POLICING,400 BLOCK Golden Gate Av,94102,37.78146,-122.41720
6813389,2009-02-07 00:00:00,PROACTIVE POLICING,900 BLOCK Cole St,94117,37.76558,-122.44970
6813390,2009-02-07 00:00:00,OTHER,400 BLOCK Lakeview Av,94112,37.71804,-122.45330
6813391,2009-02-07 00:00:00,PROACTIVE POLICING,200 BLOCK Grant Av,94108,37.78876,-122.40520
6813392,2009-02-07 00:00:00,OTHER,24Th St & Potrero Av,94110,37.75299,-122.40630
6813393,2009-02-07 00:00:00,PROACTIVE POLICING,Sunnydale Av & Bayshore Blvd,94134,37.70890,-122.40520
6813394,2009-02-07 00:00:00,TRAFFIC,0 BLOCK Jennings Ct,94124,37.71722,-122.39730
6813395,2009-02-07 00:00:00,OTHER,4200 BLOCK Mission St,94112,37.72993,-122.43050
6813396,2009-02-07 00:00:00,PROACTIVE POLICING,Powell St,,37.79655,-122.41010
6813397,2009-02-07 00:00:00,PROACTIVE POLICING,Foresthill Station,,37.74817,-122.45920
6813398,2009-02-07 00:00:00,PROACTIVE POLICING,1000 BLOCK Masonic Av,94117,37.77198,-122.44540
6813399,2009-02-07 00:00:00,PROACTIVE POLICING,Powell St,,37.79655,-122.41010
6813400,2009-02-07 00:00:00,TRAFFIC,2300 BLOCK Ulloa St,94116,37.74100,-122.48110
6813401,2009-02-07 00:00:00,PROACTIVE POLICING,400 BLOCK Mission St,94105,37.79048,-122.39670
6813402,2009-02-07 00:00:00,PROACTIVE POLICING,600 BLOCK Duboce Av,94117,37.76923,-122.43330
6813403,2009-02-07 00:00:00,TRAFFIC,Franklin St & Post St,94109,37.78640,-122.42320
6813404,2009-02-07 00:00:00,OTHER,100 BLOCK Prosper St,94114,37.76271,-122.43150
6813405,2009-02-07 00:00:00,PROACTIVE POLICING,Powell St Turnaround,,0.00000,0.00000
6813406,2009-02-07 00:00:00,QUALITY OF LIFE,100 BLOCK Prentiss St,94110,37.74134,-122.41220
6813407,2009-02-07 00:00:00,PROACTIVE POLICING,Golden Gate & Steiner,94115,37.77935,-122.43360
6813408,2009-02-07 00:00:00,PROACTIVE POLICING,Ellis St & Pierce St,94115,37.78194,-122.43580
6813409,2009-02-07 00:00:00,TRAFFIC,Market St & 9Th St,,37.77755,-122.41630
6813410,2009-02-07 00:00:00,PROACTIVE POLICING,Turk St & Pierce St,94115,37.78009,-122.43540
6813411,2009-02-07 00:00:00,PROACTIVE POLICING,Post St & Baker St,94115,37.78392,-122.44300
6813412,2009-02-07 00:00:00,ASSAULT,17Th St & Castro St,94114,37.76270,-122.43520
6813413,2009-02-07 00:00:00,TRAFFIC,Polk St & Geary St,94109,37.78593,-122.41980
6813414,2009-02-07 00:00:00,PROACTIVE POLICING,400 BLOCK Mission St,94105,37.79048,-122.39670
6813415,2009-02-07 00:00:00,QUALITY OF LIFE,700 BLOCK Larkin St,94109,37.78429,-122.41770
6813416,2009-02-07 00:00:00,PROACTIVE POLICING,Silver Av & San Bruno Av,94124,37.73245,-122.40560
6813417,2009-02-07 00:00:00,BREAKING & ENTERING,3200 BLOCK Jennings St,94124,37.72015,-122.39500
6813418,2009-02-07 00:00:00,QUALITY OF LIFE,18Th St & Sanchez St,94114,37.76118,-122.43060
6813419,2009-02-07 00:00:00,TRAFFIC,1100 BLOCK Church St,94114,37.75314,-122.42790
6813420,2009-02-07 00:00:00,OTHER,5500 BLOCK Geary Blvd,94121,37.78069,-122.47850
6813421,2009-02-07 00:00:00,TRAFFIC,Haight St & Divisadero St,94117,37.77127,-122.43700
6813422,2009-02-07 00:00:00,PROACTIVE POLICING,3Rd & Gilman Muni Stop,,0.00000,0.00000
6813423,2009-02-07 00:00:00,TRAFFIC,Market St & Castro St,94114,37.76270,-122.43520
6813425,2009-02-07 00:00:00,PROACTIVE POLICING,3Rd & Williams Muni Stop,,0.00000,0.00000
6813426,2009-02-07 00:00:00,OTHER,500 BLOCK Sutter St,94108,37.78944,-122.40890
6813427,2009-02-07 00:00:00,PROACTIVE POLICING,Castro & Market,94114,37.76270,-122.43520
6813428,2009-02-07 00:00:00,TRAFFIC,19Th Av & Kirkham St,,37.76015,-122.47670
6813429,2009-02-07 00:00:00,PROACTIVE POLICING,West Portal,,37.74168,-122.46800
6813430,2009-02-07 00:00:00,PROACTIVE POLICING,California St & Divisadero St,,37.78799,-122.44050
6813431,2009-02-07 00:00:00,TRAFFIC,6Th St & Jessie St,94103,37.78144,-122.40920
6813432,2009-02-07 00:00:00,TRAFFIC,Pacheco St & 36Th Av,94116,37.74971,-122.49450
6813433,2009-02-07 00:00:00,PROACTIVE POLICING,Club Six,94070,37.50640,-122.28510
6813434,2009-02-07 00:00:00,TRAFFIC,700 BLOCK Broadway,94133,37.79780,-122.40890
6813435,2009-02-07 00:00:00,PROACTIVE POLICING,22Nd St & Indiana St,94107,37.75777,-122.39120
6813436,2009-02-07 00:00:00,ASSAULT,1000 BLOCK Geary St,94109,37.78612,-122.42010
6813437,2009-02-07 00:00:00,PROACTIVE POLICING,700 BLOCK Indiana St,94107,37.76094,-122.39170
6813438,2009-02-07 00:00:00,PROACTIVE POLICING,Eddy St & Pierce St,94115,37.78103,-122.43560
6813439,2009-02-07 00:00:00,PROACTIVE POLICING,Jackson St & Steiner St,94115,37.79231,-122.43620
6813441,2009-02-07 00:00:00,QUALITY OF LIFE,19Th Av & Irving St,94122,37.76356,-122.47720
6813443,2009-02-07 00:00:00,OTHER,3600 BLOCK Cesar Chavez St,94124,37.75093,-122.38060
6813445,2009-02-07 00:00:00,ASSAULT,Powell St & Market St,,37.78463,-122.40780
6813447,2009-02-07 00:00:00,PROACTIVE POLICING,200 BLOCK Jones St,94102,37.78303,-122.41240
6813448,2009-02-07 00:00:00,TRAFFIC,Alabama St & 26Th St,94110,37.74950,-122.41060
6813451,2009-02-07 00:00:00,PROACTIVE POLICING,Duboce Tunnel Muni,,0.00000,0.00000
6813452,2009-02-07 00:00:00,BREAKING & ENTERING,700 BLOCK Commercial St,94108,37.79406,-122.40470
6813454,2009-02-07 00:00:00,OTHER,100 BLOCK Dore St,94103,37.77323,-122.41220
6813456,2009-02-07 00:00:00,QUALITY OF LIFE,100 BLOCK Terra Vista Av,94115,37.78141,-122.44370
6813458,2009-02-07 00:00:00,PROACTIVE POLICING,0 BLOCK 2 Ave Palms,94130,37.81752,-122.37270
6813462,2009-02-07 00:00:00,OTHER,2200 BLOCK Powell St,94133,37.80510,-122.41160
6813464,2009-02-07 00:00:00,PROACTIVE POLICING,200 BLOCK Museum Way,94114,37.76411,-122.43920
6813466,2009-02-07 00:00:00,PROACTIVE POLICING,600 BLOCK Duboce Av,94117,37.76923,-122.43330
6813468,2009-02-07 00:00:00,PROACTIVE POLICING,9Th St. & Avenue I,94130,37.82572,-122.36880
6813470,2009-02-07 00:00:00,OTHER,500 BLOCK Leavenworth St,94109,37.78582,-122.41440
6813472,2009-02-07 00:00:00,PROACTIVE POLICING,100 BLOCK Christmas Tree Point Rd,94114,37.75405,-122.44720
6813474,2009-02-07 00:00:00,PROACTIVE POLICING,13Th St & Ave N,94130,37.82979,-122.36850
6813476,2009-02-07 00:00:00,PROACTIVE POLICING,21St St & Capp St,94110,37.75708,-122.41780
6813478,2009-02-07 00:00:00,OTHER,1900 BLOCK Sunnydale Av,,37.71340,-122.42140
6813481,2009-02-07 00:00:00,PROACTIVE POLICING,2900 BLOCK San Bruno Av,94134,37.72524,-122.40270
6813482,2009-02-07 00:00:00,PROACTIVE POLICING,West Portal Sta,,37.74816,-122.45890
6813484,2009-02-07 00:00:00,TRAFFIC,400 BLOCK 5Th Av,94118,37.78082,-122.46300
6813487,2009-02-07 00:00:00,TRAFFIC,6Th Av & Geary Blvd,,37.78077,-122.46440
6813489,2009-02-07 00:00:00,TRAFFIC,0 BLOCK Balboa St,,37.77632,-122.48450
6813491,2009-02-07 00:00:00,PROACTIVE POLICING,West Portal Station,,37.74097,-122.46590
6813493,2009-02-07 00:00:00,PROACTIVE POLICING,Eddy St & Pierce St,94115,37.78103,-122.43560
6813495,2009-02-07 00:00:00,PROACTIVE POLICING,Eddy St & Laguna St,94109,37.78206,-122.42740
6813497,2009-02-07 00:00:00,QUALITY OF LIFE,400 BLOCK Eddy St,94109,37.78376,-122.41430
6813499,2009-02-07 00:00:00,QUALITY OF LIFE,300 BLOCK Arballo Dr,94132,37.72071,-122.48300
6813501,2009-02-07 00:00:00,TRAFFIC,Leavenworth St & Sutter St,94109,37.78838,-122.41520
6813503,2009-02-07 00:00:00,TRAFFIC,Geary Blvd & Jordan Av,94118,37.78145,-122.45670
6813505,2009-02-07 00:00:00,PROACTIVE POLICING,Eddy St & Scott St,94115,37.78080,-122.43730
6813507,2009-02-07 00:00:00,QUALITY OF LIFE,700 BLOCK Page St,94117,37.77292,-122.43250
6813509,2009-02-07 00:00:00,PROACTIVE POLICING,1500 BLOCK Folsom St,94103,37.77186,-122.41400
6813511,2009-02-07 00:00:00,PROACTIVE POLICING,Embarcadero Station,94107,37.78218,-122.38840
6813513,2009-02-07 00:00:00,PROACTIVE POLICING,Steiner St & Eddy St,94115,37.78121,-122.43400
6813515,2009-02-07 00:00:00,PROACTIVE POLICING,Hyde St & Golden Gate Av,94102,37.78168,-122.41550
6813517,2009-02-07 00:00:00,QUALITY OF LIFE,2900 BLOCK Folsom St,94110,37.75089,-122.41390
6813520,2009-02-07 00:00:00,PROACTIVE POLICING,1100 BLOCK South Van Ness Av,94110,37.75556,-122.41660
6813522,2009-02-07 00:00:00,QUALITY OF LIFE,600 BLOCK 20Th St,94107,37.76078,-122.38780
6813524,2009-02-07 00:00:00,QUALITY OF LIFE,600 BLOCK 20Th St,94107,37.76078,-122.38780
6813528,2009-02-07 00:00:00,PROACTIVE POLICING,West Portal,,37.74168,-122.46800
6813530,2009-02-07 00:00:00,TRAFFIC,Polk St & California St,94109,37.79057,-122.42070
6813532,2009-02-07 00:00:00,QUALITY OF LIFE,1900 BLOCK Union St,94123,37.79790,-122.43080
6813534,2009-02-07 00:00:00,ASSAULT,Indiana St & 19Th St,94107,37.76159,-122.39150
6813536,2009-02-07 00:00:00,PROACTIVE POLICING,700 BLOCK Indiana St,94107,37.76094,-122.39170
6813538,2009-02-07 00:00:00,PROACTIVE POLICING,Post St & Baker St,94115,37.78392,-122.44300
6813540,2009-02-07 00:00:00,ASSAULT,35Th Av & Vicente St,94116,37.73859,-122.49260
6813542,2009-02-07 00:00:00,QUALITY OF LIFE,300 BLOCK 12Th Av,94118,37.78266,-122.47090
6813544,2009-02-07 00:00:00,PROACTIVE POLICING,Indiana St & Marin St,94124,37.74885,-122.39030
6813546,2009-02-07 00:00:00,OTHER,Harrison St & Columbia Square St,94103,37.77663,-122.40490
6813549,2009-02-07 00:00:00,PROACTIVE POLICING,3Rd St. & Ave B,94130,37.81893,-122.37280
6813551,2009-02-07 00:00:00,PROACTIVE POLICING,3Rd St. & Ave B,94130,37.81893,-122.37280
6813553,2009-02-07 00:00:00,PROACTIVE POLICING,3Rd St. & Ave B,94130,37.81893,-122.37280
6813555,2009-02-07 00:00:00,PROACTIVE POLICING,3Rd St. & Ave B,94130,37.81893,-122.37280
6813557,2009-02-07 00:00:00,PROACTIVE POLICING,Westpoint & Middlepoint,94124,37.73380,-122.37980
6813559,2009-02-07 00:00:00,PROACTIVE POLICING,Pierce St & Eddy St,94115,37.78100,-122.43560
